,id,original_title,release_date,genres,vote_count,language
500,584,2 Fast 2 Furious,2003-06-05,"['Action', 'Crime', 'Thriller']",2028,English
501,309809,The Little Prince,2015-07-29,"['Adventure', 'Animation', 'Fantasy']",756,English
502,4858,The Invasion,2007-08-17,"['Science Fiction', 'Thriller']",359,English
503,17711,The Adventures of Rocky & Bullwinkle,2000-06-30,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",87,English
504,328111,The Secret Life of Pets,2016-06-18,"['Animation', 'Family']",3462,English
505,8698,The League of Extraordinary Gentlemen,2003-07-11,"['Fantasy', 'Action', 'Thriller', 'Science Fiction']",1155,English
506,93456,Despicable Me 2,2013-06-25,"['Animation', 'Comedy', 'Family']",4637,English
507,602,Independence Day,1996-06-25,"['Action', 'Adventure', 'Science Fiction']",3260,English
508,330,The Lost World: Jurassic Park,1997-05-23,"['Adventure', 'Action', 'Science Fiction']",2487,English
509,953,Madagascar,2005-05-25,"['Family', 'Animation']",3237,English
510,9693,Children of Men,2006-09-22,"['Drama', 'Action', 'Thriller', 'Science Fiction']",2071,English
511,36657,X-Men,2000-07-13,"['Adventure', 'Action', 'Science Fiction']",4097,English
512,8909,Wanted,2008-06-19,"['Action', 'Thriller', 'Crime']",2528,English
513,9802,The Rock,1996-06-06,"['Action', 'Adventure', 'Thriller']",1456,English
514,950,Ice Age: The Meltdown,2006-03-23,"['Animation', 'Family', 'Comedy', 'Adventure']",2951,English
515,1824,50 First Dates,2004-02-13,"['Comedy', 'Romance']",2105,English
516,2976,Hairspray,2007-07-13,"['Family', 'Comedy', 'Music', 'Romance']",709,English
517,11026,Exorcist: The Beginning,2004-08-20,"['Horror', 'Mystery', 'Thriller']",183,English
518,332,Inspector Gadget,1999-07-23,"['Action', 'Adventure', 'Comedy', 'Family']",318,English
519,75656,Now You See Me,2013-05-29,"['Thriller', 'Crime']",5487,English
520,38365,Grown Ups,2010-06-24,['Comedy'],1705,English
521,594,The Terminal,2004-06-17,"['Comedy', 'Drama']",1910,English
522,15189,Hotel for Dogs,2009-01-16,"['Comedy', 'Family']",202,English
523,11678,Vertical Limit,2000-12-08,"['Action', 'Adventure', 'Thriller']",283,English
524,6538,Charlie Wilson's War,2007-12-19,"['Comedy', 'Drama', 'History']",338,English
525,10555,Shark Tale,2004-09-20,"['Animation', 'Action', 'Comedy', 'Family']",1557,English
526,1125,Dreamgirls,2006-12-25,['Drama'],284,English
527,4551,Be Cool,2005-03-04,"['Comedy', 'Crime']",292,English
528,612,Munich,2005-12-22,"['Drama', 'Action', 'History', 'Thriller']",696,English
529,9567,Tears of the Sun,2003-03-07,"['Action', 'Drama', 'War']",573,English
530,37821,Killers,2010-06-04,"['Action', 'Comedy', 'Thriller', 'Romance']",772,English
531,203801,The Man from U.N.C.L.E.,2015-08-13,"['Comedy', 'Action', 'Adventure']",2265,English
532,2539,Spanglish,2004-12-17,['Comedy'],369,English
533,9297,Monster House,2006-07-21,"['Animation', 'Comedy', 'Family', 'Fantasy']",874,English
534,3172,Bandits,2001-10-12,"['Action', 'Comedy', 'Crime', 'Romance']",302,English
535,6520,First Knight,1995-07-07,"['Action', 'Adventure', 'Drama', 'Romance']",311,English
536,1439,Anna and the King,1999-12-16,"['Drama', 'History', 'Romance']",197,English
537,37958,Immortals,2011-11-10,"['Fantasy', 'Action', 'Drama']",880,English
538,2026,Hostage,2005-03-09,"['Mystery', 'Drama', 'Thriller', 'Crime']",512,English
539,7450,Titan A.E.,2000-06-16,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']",313,English
540,11375,Hollywood Homicide,2003-06-09,"['Action', 'Adventure', 'Comedy', 'Thriller']",166,English
541,9425,Soldier,1998-10-23,"['Action', 'War', 'Science Fiction']",221,English
542,25769,Carriers,2009-09-04,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']",282,English
543,23685,Monkeybone,2001-02-23,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Comedy']",78,English
544,11866,Flight of the Phoenix,2004-12-17,"['Action', 'Adventure', 'Drama', 'Thriller']",276,English
545,9741,Unbreakable,2000-11-13,"['Science Fiction', 'Thriller', 'Drama']",1946,English
546,211672,Minions,2015-06-17,"['Family', 'Animation', 'Adventure', 'Comedy']",4571,English
547,23629,Sucker Punch,2011-03-24,"['Action', 'Fantasy', 'Thriller']",1623,English
548,8688,Snake Eyes,1998-08-07,"['Crime', 'Mystery']",327,English
549,10153,Sphere,1998-02-13,['Science Fiction'],476,English
550,153518,The Angry Birds Movie,2016-05-11,"['Family', 'Animation']",1022,English
551,8676,Fool's Gold,2008-02-07,"['Romance', 'Comedy', 'Adventure']",444,English
552,20829,Funny People,2009-07-31,"['Comedy', 'Drama']",390,English
553,4349,The Kingdom,2007-08-22,"['Thriller', 'Action', 'Drama']",513,English
554,9718,Talladega Nights: The Ballad of Ricky Bobby,2006-08-04,['Comedy'],491,English
555,10808,Dr. Dolittle 2,2001-06-22,"['Comedy', 'Family', 'Romance', 'Fantasy']",410,English
556,197,Braveheart,1995-05-24,"['Action', 'Drama', 'History', 'War']",3336,English
557,25,Jarhead,2005-11-04,"['Drama', 'War']",765,English
558,35,The Simpsons Movie,2007-07-25,"['Animation', 'Comedy', 'Family']",2264,English
559,11086,The Majestic,2001-12-21,"['Drama', 'Romance']",188,English
560,10477,Driven,2001-04-27,['Action'],179,English
561,1997,Deux frères,2004-04-07,"['Adventure', 'Drama', 'Family']",180,English
562,6947,The Village,2004-07-30,"['Drama', 'Mystery', 'Thriller']",1071,English
563,3050,Doctor Dolittle,1998-06-22,"['Comedy', 'Family', 'Fantasy']",686,English
564,2675,Signs,2002-08-02,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']",1599,English
565,809,Shrek 2,2004-05-19,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2988,English
566,920,Cars,2006-06-08,"['Animation', 'Adventure', 'Comedy', 'Family']",3877,English
567,4806,Runaway Bride,1999-07-30,"['Comedy', 'Romance']",455,English
568,7451,xXx,2002-08-09,"['Action', 'Adventure', 'Thriller']",1424,English
569,228165,The SpongeBob Movie: Sponge Out of Water,2015-02-05,"['Animation', 'Adventure', 'Comedy', 'Family']",719,English
570,3595,Ransom,1996-11-08,"['Action', 'Thriller']",470,English
571,16869,Inglourious Basterds,2009-08-18,"['Drama', 'Action', 'Thriller', 'War']",6430,English
572,879,Hook,1991-12-11,"['Adventure', 'Fantasy', 'Comedy', 'Family']",1532,English
573,1573,Die Hard 2,1990-07-02,"['Action', 'Thriller']",1896,English
574,9257,S.W.A.T.,2003-08-08,"['Action', 'Thriller', 'Crime']",770,English
575,1903,Vanilla Sky,2001-12-10,"['Drama', 'Mystery', 'Romance', 'Science Fiction', 'Thriller']",1078,English
576,9697,Lady in the Water,2006-07-21,"['Drama', 'Thriller', 'Fantasy', 'Mystery']",409,English
577,395,AVP: Alien vs. Predator,2004-08-12,"['Adventure', 'Science Fiction', 'Action']",1217,English
578,23398,Alvin and the Chipmunks: The Squeakquel,2009-12-21,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",666,English
579,10590,We Were Soldiers,2002-03-01,"['Action', 'History', 'War']",521,English
580,117263,Olympus Has Fallen,2013-03-20,"['Action', 'Thriller']",2981,English
581,200,Star Trek: Insurrection,1998-12-10,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",391,English
582,44943,Battle: Los Angeles,2011-03-08,"['Action', 'Science Fiction']",1448,English
583,587,Big Fish,2003-12-25,"['Adventure', 'Fantasy', 'Drama']",1994,English
584,10395,Wolf,1994-06-17,['Fantasy'],216,English
585,57212,War Horse,2011-12-25,"['Drama', 'War']",992,English
586,152760,The Monuments Men,2014-01-24,"['War', 'Drama', 'History', 'Action']",1523,English
587,2756,The Abyss,1989-08-09,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",808,English
588,33909,Wall Street: Money Never Sleeps,2010-09-02,"['Drama', 'Crime']",493,English
589,49017,Dracula Untold,2014-10-01,"['Horror', 'Action', 'Drama', 'Fantasy', 'War']",2389,English
590,9882,The Siege,1998-11-06,"['Drama', 'Action', 'Thriller', 'Crime']",352,English
591,2270,Stardust,2007-08-09,"['Adventure', 'Fantasy', 'Romance', 'Family']",1184,English
592,978,Seven Years in Tibet,1997-09-12,"['Adventure', 'Drama', 'History']",630,English
593,44564,The Dilemma,2011-01-13,"['Comedy', 'Drama']",304,English
594,3132,Bad Company,2002-06-07,"['Action', 'Adventure', 'Comedy', 'Thriller']",228,English
595,8814,Doom,2005-10-20,"['Adventure', 'Action', 'Horror']",609,English
596,8427,I Spy,2002-10-31,"['Action', 'Adventure', 'Comedy', 'Thriller']",269,English
597,52520,Underworld: Awakening,2012-01-19,"['Fantasy', 'Action', 'Horror']",1862,English
598,80585,Rock of Ages,2012-06-13,"['Comedy', 'Drama', 'Music', 'Romance']",385,English
599,10592,Hart's War,2002-02-15,"['Drama', 'War']",241,English
600,49021,Killer Elite,2011-09-23,"['Action', 'Adventure', 'Thriller']",695,English
601,11535,Rollerball,2002-02-08,"['Action', 'Science Fiction', 'Thriller']",106,English
602,10550,Ballistic: Ecks vs. Sever,2002-09-20,"['Action', 'Adventure', 'Thriller']",97,English
603,11258,Hard Rain,1998-01-16,['Thriller'],179,English
604,12610,Osmosis Jones,2001-08-07,"['Adventure', 'Animation', 'Action', 'Comedy', 'Family']",228,English
605,59981,Legends of Oz: Dorothy's Return,2013-06-13,"['Animation', 'Music', 'Family']",43,English
606,201088,Blackhat,2015-01-13,"['Crime', 'Drama', 'Mystery']",826,English
607,5137,Sky Captain and the World of Tomorrow,2004-09-17,"['Mystery', 'Action', 'Thriller', 'Science Fiction', 'Adventure']",439,English
608,3093,Basic Instinct 2,2006-03-29,"['Crime', 'Mystery', 'Thriller']",180,English
609,107846,Escape Plan,2013-10-09,"['Action', 'Thriller']",1659,English
610,188207,The Legend of Hercules,2014-01-10,"['Action', 'Adventure']",533,English
611,4614,The Sum of All Fears,2002-05-31,"['Thriller', 'Action', 'Drama']",437,English
612,24021,The Twilight Saga: Eclipse,2010-06-23,"['Adventure', 'Fantasy', 'Drama', 'Romance']",2301,English
613,11371,The Score,2001-07-13,"['Action', 'Crime', 'Thriller']",423,English
614,20352,Despicable Me,2010-07-08,"['Animation', 'Family']",6478,English
615,11517,Money Train,1995-11-21,"['Action', 'Comedy', 'Crime']",222,English
616,214756,Ted 2,2015-06-25,['Comedy'],2463,English
617,26428,Agora,2009-05-17,"['Adventure', 'Drama', 'History']",395,English
618,9824,Mystery Men,1999-08-06,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Science Fiction']",250,English
619,48988,Hall Pass,2011-02-25,['Comedy'],611,English
620,9008,The Insider,1999-10-28,"['Drama', 'Thriller']",481,English
621,300673,The Finest Hours,2016-01-25,"['Action', 'Drama', 'History', 'Thriller']",588,English
622,12113,Body of Lies,2008-10-10,"['Action', 'Drama', 'Thriller']",895,English
623,38778,Dinner for Schmucks,2010-07-30,['Comedy'],531,English
624,72331,Abraham Lincoln: Vampire Hunter,2012-06-20,"['Action', 'Fantasy', 'Horror']",1269,English
625,1844,Entrapment,1999-04-29,"['Romance', 'Drama', 'Mystery']",602,English
626,846,The X Files,1998-06-19,"['Mystery', 'Science Fiction', 'Thriller']",488,English
627,9703,The Last Legion,2007-04-19,"['Action', 'Adventure', 'Fantasy', 'War']",207,English
628,857,Saving Private Ryan,1998-07-24,"['Drama', 'History', 'War']",5048,English
629,136797,Need for Speed,2014-03-13,"['Action', 'Crime', 'Drama', 'Thriller']",1520,English
630,3981,What Women Want,2000-12-15,"['Comedy', 'Romance']",992,English
631,425,Ice Age,2002-03-10,"['Animation', 'Comedy', 'Family', 'Adventure']",3857,English
632,6171,Dreamcatcher,2003-03-21,"['Drama', 'Horror', 'Science Fiction', 'Thriller']",567,English
633,72976,Lincoln,2012-11-09,"['History', 'Drama']",1429,English
634,603,The Matrix,1999-03-30,"['Action', 'Science Fiction']",8907,English
635,568,Apollo 13,1995-06-30,['Drama'],1599,English
636,9021,The Santa Clause 2,2002-10-31,"['Fantasy', 'Comedy', 'Family']",297,English
637,82695,Les Misérables,2012-12-18,"['Drama', 'Music', 'Romance']",1884,English
638,9489,You've Got Mail,1998-12-17,"['Comedy', 'Romance']",838,English
639,12133,Step Brothers,2008-07-25,['Comedy'],1062,English
640,9342,The Mask of Zorro,1998-07-16,"['Action', 'Adventure']",1183,English
641,41733,Due Date,2010-11-04,"['Comedy', 'Drama']",1685,English
642,227306,Unbroken,2014-12-25,"['Drama', 'War']",1400,English
643,5551,Space Cowboys,2000-07-31,"['Action', 'Adventure', 'Thriller']",403,English
644,9350,Cliffhanger,1993-05-28,"['Action', 'Adventure', 'Thriller']",588,English
645,9208,Broken Arrow,1996-02-09,"['Action', 'Adventure', 'Drama', 'Thriller']",453,English
646,4244,The Kid,2000-07-07,"['Fantasy', 'Comedy', 'Family']",238,English
647,1852,World Trade Center,2006-08-09,"['Drama', 'History', 'Thriller']",447,English
648,11820,Mona Lisa Smile,2003-12-19,"['Drama', 'Romance']",393,English
649,76493,The Dictator,2012-05-15,['Comedy'],1743,English
650,345,Eyes Wide Shut,1999-07-14,"['Mystery', 'Drama']",1234,English
651,196867,Annie,2014-12-19,"['Comedy', 'Drama', 'Family']",466,English
652,256591,Focus,2015-02-25,"['Romance', 'Comedy', 'Crime', 'Drama']",2542,English
653,59962,This Means War,2012-02-14,"['Action', 'Comedy', 'Romance']",1389,English
654,36648,Blade: Trinity,2004-12-08,"['Science Fiction', 'Action', 'Horror', 'Thriller', 'Adventure', 'Fantasy']",1252,English
655,1880,Red Dawn,1984-08-10,"['Action', 'Thriller']",215,English
656,9440,Primary Colors,1998-03-20,"['Comedy', 'Drama']",94,English
657,71679,Resident Evil: Retribution,2012-09-12,"['Action', 'Horror', 'Science Fiction']",1600,English
658,10483,Death Race,2008-08-22,"['Action', 'Thriller', 'Science Fiction']",1175,English
659,11412,The Long Kiss Goodnight,1996-10-11,"['Crime', 'Action', 'Mystery', 'Thriller']",314,English
660,11983,Proof of Life,2000-12-08,"['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",208,English
661,6795,Zathura: A Space Adventure,2005-11-06,"['Family', 'Fantasy', 'Science Fiction', 'Adventure']",779,English
662,550,Fight Club,1999-10-15,['Drama'],9413,English
663,11170,We Are Marshall,2006-12-12,['Drama'],186,English
664,9292,Hudson Hawk,1991-05-23,"['Action', 'Adventure', 'Comedy']",269,English
665,10783,Lucky Numbers,2000-10-27,"['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",52,English
666,100241,"I, Frankenstein",2014-01-22,"['Horror', 'Thriller']",687,English
667,257,Oliver Twist,2005-09-23,"['Crime', 'Drama', 'Family']",274,English
668,9947,Elektra,2005-01-13,"['Action', 'Fantasy']",575,English
669,189,Sin City: A Dame to Kill For,2014-08-20,"['Crime', 'Thriller']",1286,English
670,12618,Random Hearts,1999-10-08,"['Drama', 'Romance']",63,English
671,253412,Everest,2015-09-10,"['Adventure', 'Drama']",1772,English
672,1427,Perfume: The Story of a Murderer,2006-09-13,"['Crime', 'Fantasy', 'Drama']",1165,English
673,818,Austin Powers in Goldmember,2002-07-26,"['Comedy', 'Crime', 'Science Fiction']",979,English
674,16577,Astro Boy,2009-10-15,"['Animation', 'Action', 'Family', 'Science Fiction']",409,English
675,329,Jurassic Park,1993-06-11,"['Adventure', 'Science Fiction']",4856,English
676,12160,Wyatt Earp,1994-06-24,"['Drama', 'Action', 'Western']",202,English
677,9331,Clear and Present Danger,1994-08-03,"['Action', 'Drama', 'Thriller']",386,English
678,300168,天將雄師,2015-02-19,"['Action', 'Drama', 'Adventure']",145,Chinese
679,9072,Little Man,2006-08-31,"['Comedy', 'Crime']",261,English
680,3536,U-571,2000-04-20,"['Action', 'Drama', 'Thriller', 'War']",340,English
681,9087,The American President,1995-11-17,"['Comedy', 'Drama', 'Romance']",195,English
682,12177,The Love Guru,2008-06-20,"['Comedy', 'Romance']",242,English
683,12138,3000 Miles to Graceland,2001-02-23,"['Action', 'Adventure', 'Comedy', 'Thriller', 'Crime']",178,English
684,273248,The Hateful Eight,2015-12-25,"['Crime', 'Drama', 'Mystery', 'Western']",4274,English
685,9955,Blades of Glory,2007-03-30,"['Action', 'Comedy', 'Drama']",569,English
686,50359,Hop,2011-03-30,"['Animation', 'Comedy', 'Family']",331,English
687,1271,300,2006-12-09,"['Action', 'Adventure', 'War']",4997,English
688,693,Meet the Fockers,2004-12-22,"['Comedy', 'Romance']",1373,English
689,14306,Marley & Me,2008-12-25,"['Comedy', 'Family']",1343,English
690,497,The Green Mile,1999-12-10,"['Fantasy', 'Drama', 'Crime']",4048,English
691,11199,Wild Hogs,2007-03-02,"['Action', 'Adventure', 'Comedy']",648,English
692,9982,Chicken Little,2005-11-04,"['Animation', 'Family', 'Comedy']",944,English
693,210577,Gone Girl,2014-10-01,"['Mystery', 'Thriller', 'Drama']",5862,English
694,2501,The Bourne Identity,2002-06-14,"['Action', 'Drama', 'Mystery', 'Thriller']",3583,English
695,710,GoldenEye,1995-11-16,"['Adventure', 'Action', 'Thriller']",1174,English
696,2275,The General's Daughter,1999-06-18,"['Crime', 'Drama', 'Mystery', 'Thriller']",205,English
697,37165,The Truman Show,1998-06-04,"['Comedy', 'Drama']",4537,English
698,9837,The Prince of Egypt,1998-12-15,"['Adventure', 'Animation', 'Drama', 'Family', 'Music']",817,English
699,10708,Daddy Day Care,2003-05-03,"['Comedy', 'Family']",506,English
700,136400,2 Guns,2013-08-02,"['Action', 'Comedy', 'Crime']",1589,English
701,10992,Cats & Dogs,2001-07-04,"['Comedy', 'Family']",352,English
702,9654,The Italian Job,2003-05-30,"['Action', 'Crime']",1919,English
703,2642,Two Weeks Notice,2002-12-19,"['Romance', 'Comedy']",487,English
704,8916,Antz,1998-10-02,"['Adventure', 'Animation', 'Comedy', 'Family']",1272,English
705,19899,Couples Retreat,2009-09-19,"['Comedy', 'Romance']",588,English
706,2119,Days of Thunder,1990-06-27,['Adventure'],353,English
707,9641,Cheaper by the Dozen 2,2005-12-21,['Comedy'],526,English
708,294254,Maze Runner: The Scorch Trials,2015-09-09,['Action'],3040,English
709,38167,Eat Pray Love,2010-08-12,['Drama'],636,English
710,5994,The Family Man,2000-12-12,"['Comedy', 'Drama', 'Romance', 'Fantasy']",521,English
711,39514,RED,2010-10-13,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",2808,English
712,9563,Any Given Sunday,1999-12-16,['Drama'],422,English
713,547,The Horse Whisperer,1998-05-14,"['Drama', 'Romance']",292,English
714,1538,Collateral,2004-08-04,"['Drama', 'Crime', 'Thriller']",1451,English
715,9334,The Scorpion King,2002-04-16,"['Action', 'Fantasy', 'Adventure']",779,English
716,11128,Ladder 49,2004-10-01,"['Drama', 'Action', 'Thriller']",207,English
717,75780,Jack Reacher,2012-12-20,"['Crime', 'Drama', 'Thriller']",2998,English
718,8914,Deep Blue Sea,1999-07-28,"['Action', 'Science Fiction', 'Thriller']",604,English
719,13576,Michael Jackson's This Is It,2009-10-28,"['Music', 'Documentary']",247,English
720,39538,Contagion,2011-09-08,"['Drama', 'Thriller', 'Science Fiction']",1325,English
721,10628,Kangaroo Jack,2003-01-17,"['Comedy', 'Adventure', 'Crime']",203,English
722,14836,Coraline,2009-02-05,"['Animation', 'Family']",1386,English
723,8645,The Happening,2008-06-11,"['Thriller', 'Science Fiction']",950,English
724,9509,Man on Fire,2004-04-23,"['Action', 'Drama', 'Thriller', 'Crime']",1553,English
725,10067,The Shaggy Dog,2006-03-09,"['Comedy', 'Family']",137,English
726,9384,Starsky & Hutch,2004-03-05,"['Comedy', 'Crime']",644,English
727,9279,Jingle All the Way,1996-11-15,"['Family', 'Comedy']",575,English
728,1487,Hellboy,2004-04-02,"['Fantasy', 'Action', 'Science Fiction']",2225,English
729,9422,A Civil Action,1998-03-05,['Drama'],109,English
730,77174,ParaNorman,2012-08-03,"['Family', 'Animation', 'Adventure', 'Comedy']",789,English
731,4824,The Jackal,1997-11-14,"['Action', 'Thriller', 'Adventure', 'Crime']",527,English
732,9620,Paycheck,2003-12-25,"['Action', 'Adventure', 'Mystery', 'Science Fiction', 'Thriller']",581,English
733,9302,Up Close & Personal,1996-03-01,"['Drama', 'Romance']",50,English
734,10199,The Tale of Despereaux,2008-12-19,"['Adventure', 'Animation', 'Family']",258,English
735,10771,The Tuxedo,2002-09-27,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",483,English
736,3512,Under Siege 2: Dark Territory,1995-07-13,"['Action', 'Thriller']",210,English
737,137094,Jack Ryan: Shadow Recruit,2014-01-15,"['Action', 'Drama', 'Thriller']",1173,English
738,274479,Joy,2015-12-24,"['Drama', 'Comedy']",1581,English
739,267860,London Has Fallen,2016-03-02,"['Action', 'Crime', 'Thriller']",1621,English
740,8078,Alien: Resurrection,1997-11-12,"['Science Fiction', 'Horror', 'Action']",1365,English
741,7485,Shooter,2007-03-22,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",1462,English
742,170687,The Boxtrolls,2014-09-10,"['Animation', 'Comedy', 'Family', 'Fantasy']",668,English
743,6435,Practical Magic,1998-10-16,"['Drama', 'Fantasy', 'Comedy']",338,English
744,137106,The Lego Movie,2014-02-06,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",3070,English
745,10040,Miss Congeniality 2: Armed and Fabulous,2005-03-11,"['Action', 'Comedy']",425,English
746,6278,Reign of Fire,2002-07-12,"['Adventure', 'Action', 'Fantasy']",669,English
747,82682,Gangster Squad,2013-01-10,"['Crime', 'Drama', 'Action', 'Thriller']",1778,English
748,17610,Year One,2009-06-18,"['Comedy', 'Adventure']",524,English
749,22954,Invictus,2009-12-10,"['Drama', 'History']",1125,English
750,16995,State of Play,2009-04-17,['Action'],484,English
751,16558,Duplicity,2009-03-19,"['Romance', 'Comedy', 'Crime']",201,English
752,9849,My Favorite Martian,1999-02-11,"['Comedy', 'Drama', 'Family', 'Science Fiction']",80,English
753,5820,The Sentinel,2006-04-19,"['Action', 'Thriller', 'Crime']",225,English
754,16866,Planet 51,2009-11-19,"['Science Fiction', 'Animation', 'Family', 'Comedy', 'Adventure']",556,English
755,201,Star Trek: Nemesis,2002-12-13,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",479,English
756,11775,Intolerable Cruelty,2003-09-02,"['Crime', 'Comedy', 'Romance']",391,English
757,87825,Trouble with the Curve,2012-09-21,"['Drama', 'Romance']",366,English
758,12201,Edge of Darkness,2010-01-29,"['Crime', 'Drama', 'Mystery', 'Thriller']",487,English
759,11015,The Relic,1997-01-10,"['Horror', 'Mystery', 'Thriller']",130,English
760,9932,Analyze That,2002-12-06,"['Comedy', 'Crime']",380,English
761,13389,Righteous Kill,2008-09-11,"['Action', 'Crime', 'Drama', 'Thriller']",375,English
762,8838,Mercury Rising,1998-04-03,"['Action', 'Crime', 'Drama', 'Thriller']",368,English
763,17332,The Soloist,2009-04-24,['Drama'],234,English
764,4958,The Legend of Bagger Vance,2000-11-02,"['Fantasy', 'Drama']",251,English
765,786,Almost Famous,2000-09-15,"['Drama', 'Music']",797,English
766,9513,Garfield: A Tail of Two Kitties,2006-06-15,"['Animation', 'Comedy', 'Family']",464,English
767,11679,xXx: State of the Union,2005-04-27,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",549,English
768,38321,Priest,2011-05-05,"['Action', 'Science Fiction', 'Fantasy', 'Thriller', 'Horror']",692,English
769,14411,Sinbad: Legend of the Seven Seas,2003-07-02,"['Family', 'Animation', 'Adventure']",372,English
770,8413,Event Horizon,1997-08-15,"['Horror', 'Science Fiction', 'Mystery']",742,English
771,10052,Dragonfly,2002-02-22,['Drama'],204,English
772,9676,The Black Dahlia,2006-09-15,['Drama'],287,English
773,9664,Flyboys,2006-09-22,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",271,English
774,2100,The Last Castle,2001-10-19,"['Action', 'Drama', 'Thriller']",285,English
775,10384,Supernova,2000-01-14,"['Horror', 'Science Fiction', 'Thriller']",109,English
776,137321,Winter's Tale,2014-02-13,"['Drama', 'Fantasy', 'Mystery', 'Romance']",487,English
777,123553,The Mortal Instruments: City of Bones,2013-08-21,"['Action', 'Adventure', 'Drama', 'Mystery', 'Romance', 'Fantasy']",1602,English
778,11260,Meet Dave,2008-07-08,"['Comedy', 'Science Fiction', 'Adventure', 'Family']",371,English
779,9009,Dark Water,2005-06-27,"['Drama', 'Horror', 'Thriller']",274,English
780,11374,Edtv,1999-03-26,['Comedy'],166,English
781,2309,Inkheart,2008-12-11,"['Adventure', 'Family', 'Fantasy']",592,English
782,8285,The Spirit,2008-12-25,"['Action', 'Comedy', 'Thriller', 'Crime', 'Science Fiction']",320,English
783,210860,Mortdecai,2015-01-21,"['Comedy', 'Adventure']",1055,English
784,2312,In the Name of the King: A Dungeon Siege Tale,2007-11-29,"['Adventure', 'Fantasy', 'Action', 'Drama']",224,English
785,9839,Beyond Borders,2003-10-23,"['Drama', 'Romance', 'Adventure', 'War']",110,English
786,381902,西游记之孙悟空三打白骨精,2016-01-22,"['Action', 'Adventure', 'Fantasy']",24,Chinese
787,13922,The Great Raid,2005-08-12,"['Action', 'History', 'War']",91,English
788,293660,Deadpool,2016-02-09,"['Action', 'Adventure', 'Comedy']",10995,English
789,9713,Holy Man,1998-10-08,"['Drama', 'Comedy']",111,English
790,190859,American Sniper,2014-12-11,"['War', 'Action']",4469,English
791,257445,Goosebumps,2015-08-05,"['Adventure', 'Horror', 'Comedy']",995,English
792,9007,Just Like Heaven,2005-09-16,"['Comedy', 'Fantasy', 'Romance']",579,English
793,889,The Flintstones in Viva Rock Vegas,2000-04-28,"['Science Fiction', 'Comedy', 'Family', 'Romance']",134,English
794,1370,Rambo III,1988-05-24,"['Action', 'Adventure', 'Thriller', 'War']",690,English
795,4942,Leatherheads,2008-03-24,"['Comedy', 'Romance', 'Drama']",130,English
796,347969,The Ridiculous 6,2015-12-11,"['Comedy', 'Western']",388,English
797,24438,Did You Hear About the Morgans?,2009-12-17,['Comedy'],276,English
798,116741,The Internship,2013-06-07,['Comedy'],1658,English
799,35791,Resident Evil: Afterlife,2010-09-09,"['Action', 'Adventure', 'Horror', 'Science Fiction']",1363,English
800,72431,Red Tails,2012-01-19,"['Drama', 'Action', 'Adventure', 'History', 'War']",178,English
801,1813,The Devil's Advocate,1997-10-17,"['Drama', 'Horror', 'Mystery', 'Thriller']",1374,English
802,87428,That's My Boy,2012-06-14,['Comedy'],453,English
803,8840,DragonHeart,1996-05-31,['Fantasy'],535,English
804,10589,After the Sunset,2004-11-12,"['Action', 'Comedy', 'Crime', 'Drama']",226,English
805,71676,Ghost Rider: Spirit of Vengeance,2011-12-10,"['Action', 'Fantasy', 'Thriller']",1135,English
806,1722,Captain Corelli's Mandolin,2001-08-17,"['Drama', 'History', 'Romance']",145,English
807,10022,The Pacifier,2005-03-04,"['Action', 'Comedy', 'Drama', 'Family', 'Thriller']",842,English
808,11358,Walking Tall,2004-04-02,"['Adventure', 'Drama', 'Action', 'Thriller']",381,English
809,13,Forrest Gump,1994-07-06,"['Comedy', 'Drama', 'Romance']",7927,English
810,6477,Alvin and the Chipmunks,2007-12-13,"['Comedy', 'Music', 'Family', 'Fantasy', 'Animation']",1177,English
811,1597,Meet the Parents,2000-10-06,"['Comedy', 'Romance']",1698,English
812,10530,Pocahontas,1995-06-14,"['Adventure', 'Animation', 'Drama', 'Family']",1457,English
813,1924,Superman,1978-12-13,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",1022,English
814,9327,The Nutty Professor,1996-06-26,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",702,English
